

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2023-01-21T13:00:05PST



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
678|ABELL 3451|158.35136 | -31.82494 |GClstr||||17.5J|  0.000|1|0|0|1|0|0|0
679|MOO J1033-1731|158.49375 | -17.52222 |GClstr|305788| 1.020000 |PHOT|     |  0.000|1|0|0|1|1|0|0
680|PGC1 0031242 GROUP|158.49667 | -30.16790 |GGroup||||     |  0.000|1|0|0|1|0|0|0
681|PGC1 0673630 GROUP|158.54008 | -33.63424 |GGroup||||     |  0.000|1|0|0|1|0|0|0
682|PGC1 0701239 GROUP|158.54673 | -31.77425 |GGroup||||     |  0.000|1|0|0|1|0|0|0
683|PSZ1 G262.24+34.47|158.59040 | -17.34840 |GClstr| 62956| 0.210000 |SPEC|     |  0.000|5|0|1|3|3|0|0
684|[TSK2008] 0492|158.60505 | -36.81682 |GGroup|  3227| 0.010764 |SUN |     |  0.000|1|0|0|1|1|0|0
685|PLCK G262.2+34.5|158.65083 | -17.36117 |GClstr| 68952| 0.230000 |PHOT|     |  0.000|2|0|0|1|2|0|0
686|KLEMOLA 13|158.71112 | -28.47860 |GGroup|  3456| 0.011529 |S1L |     |  0.000|3|1|1|1|1|0|0
687|[STH2017] 110208|158.73294 | -41.56530 |GGroup|  2534| 0.008453 |UUN |     |  0.000|1|0|0|1|1|0|0
688|PGC1 0816514 GROUP|158.74626 | -22.28680 |GGroup||||     |  0.000|1|0|0|1|0|0|0
689|PGC1 0728536 GROUP|158.76212 | -29.50647 |GGroup||||     |  0.000|1|0|0|1|0|0|0
690|MOO J1035-1521|158.78417 | -15.35667 |GClstr|347759| 1.160000 |PHOT|     |  0.000|1|0|0|1|1|0|0
691|PGC1 0031335 GROUP|158.78481 | -43.69206 |GGroup||||     |  0.000|1|0|0|1|0|0|0
692|[DZ2015] 261|158.78700 | -27.82000 |GGroup|  3307| 0.011032 |SFO |     |  0.000|1|0|0|1|1|0|0
693|PGC1 5065970 GROUP|158.79330 | -25.97746 |GGroup||||     |  0.000|1|0|0|1|0|0|0
694|PGC1 0031348 GROUP|158.82776 | -36.87858 |GGroup||||     |  0.000|1|0|0|1|0|0|0
695|[BM78] 378|158.83622 | -28.22580 |GClstr||||     |  0.000|1|0|0|1|0|0|0
696|PGC1 0031359 GROUP|158.84664 | -24.75409 |GGroup||||     |  0.000|1|0|0|1|0|0|0
697|ABELL 1060 NED01|158.85308 | -27.60889 |GGroup||||     |  0.000|1|0|0|1|0|0|0
698|[DZ2015] 270|158.88100 | -27.41400 |GGroup|  4577| 0.015267 |SFO |     |  0.000|1|0|0|1|1|0|0
699|PSZ1 G265.00+31.83|158.89000 | -20.84890 |GClstr|117519| 0.392000 |PHOT|     |  0.000|2|0|1|2|1|0|0
700|ABELL 1060 NED02|158.94220 | -27.35293 |GGroup||||     |  0.000|1|0|0|1|0|0|0
701|PGC1 0031391 GROUP|158.94755 | -32.35850 |GGroup||||     |  0.000|1|0|0|1|0|0|0
702|AM 1033-280 NED02|158.96556 | -28.28937 |GGroup||||     |  0.000|1|0|0|1|0|0|0
703|PGC1 0031405 GROUP|158.97349 | -24.34044 |GGroup||||     |  0.000|1|0|0|1|0|0|0
704|HDCE 0596|159.01000 | -27.63250 |GGroup|  3622| 0.012082 |SST |     |  0.000|1|0|0|1|1|0|0
705|[BM78] 379|159.01270 | -27.75945 |GClstr||||     |  0.000|1|0|0|1|0|0|0
706|PGC1 0031407 GROUP|159.01771 | -27.50890 |GGroup||||     |  0.000|1|0|0|1|0|0|0
707|PGC1 0031414 GROUP|159.03975 | -37.23946 |GGroup||||     |  0.000|1|0|0|1|0|0|0
708|LGG 209|159.08483 | -24.56207 |GGroup||||     |  0.000|1|0|0|1|0|0|0
709|PGC1 0031478 GROUP|159.08640 | -27.56288 |GGroup||||     |  0.000|1|0|0|1|0|0|0
710|Hydra CLUSTER|159.17417 | -27.52444 |GClstr|  3988| 0.013303 |    |12.7J|  0.000|514|4|4|23|21|0|0
711|PGC1 0031487 GROUP|159.20706 | -30.62776 |GGroup||||     |  0.000|1|0|0|1|0|0|0
712|[AAA2014] 15|159.21000 | -27.53000 |GClstr||||     |  0.000|1|0|0|1|0|0|0
713|PGC1 0031493 GROUP|159.22047 | -32.34841 |GGroup||||     |  0.000|1|0|0|1|0|0|0
714|[DZ2015] 267|159.23100 | -27.66800 |GGroup|  4051| 0.013512 |SFO |     |  0.000|1|0|0|1|1|0|0
715|PGC1 3758142 GROUP|159.26838 | -31.36574 |GGroup||||     |  0.000|1|0|0|1|0|0|0
716|AM 1034-423|159.29021 | -42.84998 |GGroup||||     |  0.000|3|1|0|1|0|0|0
717|[BM78] 380|159.30981 | -29.35997 |GClstr||||     |  0.000|1|0|0|1|0|0|0
718|v2MCG 37|159.31250 | -26.24889 |GGroup|  3433| 0.011451 |    |     |  0.000|1|0|0|1|2|0|0
719|ABELL 1060 NED03|159.31992 | -27.45999 |GGroup||||     |  0.000|3|0|0|1|0|0|1
720|[DZ2015] 282|159.32100 | -26.35400 |GGroup|  3434| 0.011455 |SFO |     |  0.000|1|0|0|1|1|0|0
721|PGC1 0031533 GROUP|159.33692 | -41.58032 |GGroup||||     |  0.000|1|0|0|1|0|0|0
722|ABELL 1060 NED04|159.34081 | -27.64808 |GGroup||||     |  0.000|4|0|0|1|0|0|0
723|PGC1 0083270 GROUP|159.34531 | -35.36027 |GGroup||||     |  0.000|1|0|0|1|0|0|0
724|RXGCC 368|159.35500 | -29.57200 |GClstr| 17088| 0.057000 |LST |     |  0.000|1|0|0|1|1|0|0
725|HCG 048|159.44020 | -27.08047 |GGroup|  3163| 0.010551 |    |19.62|  0.000|44|2|0|4|2|0|0
726|PGC1 0031590 GROUP|159.46683 | -30.66879 |GGroup||||     |  0.000|1|0|0|1|0|0|0
727|ESO 501-IG 061|159.52504 | -25.09342 |GGroup|  3597| 0.011998 |    |16.14|  0.000|4|1|0|3|2|1|0
728|PGC1 0612829 GROUP|159.52692 | -38.11890 |GGroup||||     |  0.000|1|0|0|1|0|0|0
729|PGC1 0031622 GROUP|159.55951 | -38.10033 |GGroup||||     |  0.000|1|0|0|1|0|0|0
730|ESO 501-IG 064|159.56967 | -24.90992 |GGroup| 36416| 0.121470 |    |14.68|  0.000|14|1|11|5|2|12|0
731|PGC1 0776142 GROUP|159.58768 | -25.68997 |GGroup||||     |  0.000|1|0|0|1|0|0|0
732|RXGCC 369|159.59800 | -24.89300 |GClstr| 35795| 0.119400 |UUN |     |  0.000|1|0|0|1|1|0|0
733|PSZ2 G268.30+28.89|159.59890 | -24.88415 |GClstr| 36874| 0.123000 |UUN |     |  0.000|3|0|0|1|1|0|0
734|MOO J1038-2712|159.62958 | -27.21167 |GClstr|338766| 1.130000 |PHOT|     |  0.000|1|0|0|1|1|0|0
735|PGC1 9002799 GROUP|159.67132 | -25.59251 |GGroup||||     |  0.000|1|0|0|1|0|0|0
736|[TSK2008] 0487|159.73547 | -27.40633 |GGroup|  3720| 0.012409 |SUN |     |  0.000|1|0|0|1|1|0|0
737|ABELL S0638|159.74981 | -34.09407 |GClstr||||17.5J|  0.000|1|0|0|1|0|0|0
738|[STH2017] 112513|159.78122 | -31.75482 |GGroup|  2512| 0.008379 |UUN |     |  0.000|1|0|0|1|1|0|0
739|PGC1 0031677 GROUP|159.81206 | -30.29765 |GGroup||||     |  0.000|1|0|0|1|0|0|0
740|MOO J1039-2244|159.82042 | -22.73333 |GClstr|431701| 1.440000 |PHOT|     |  0.000|1|0|0|1|2|0|0
741|SPT-CL J1039-2609|159.86410 | -26.16220 |GClstr|122915| 0.410000 |PHOT|     |  0.000|1|0|0|1|1|0|0
742|LGG 212|159.91950 | -24.13823 |GGroup|  1048| 0.003496 |SUN |     |  0.000|3|0|0|1|1|0|0
743|v2MCG 38|159.92917 | -23.82972 |GGroup|  3758| 0.012535 |    |     |  0.000|1|0|0|1|2|0|0
744|SPT-CL J1039-2502|159.93090 | -25.03510 |GClstr|248828| 0.830000 |PHOT|     |  0.000|1|0|0|1|1|0|0
745|[STH2017] 111194|159.95082 | -33.18532 |GGroup|  2795| 0.009323 |UUN |     |  0.000|1|0|0|1|1|0|0
746|HDCE 0599|159.95417 | -44.92806 |GGroup|  6027| 0.020104 |SST |     |  0.000|1|0|0|1|1|0|0
747|PGC1 0031730 GROUP|160.00083 | -30.21447 |GGroup||||     |  0.000|1|0|0|1|0|0|0
748|[STH2017] 100458|160.01747 | -36.43494 |GGroup|  2752| 0.009180 |UUN |     |  0.000|1|0|0|1|1|0|0
749|HDCE 0600|160.01917 | -46.28556 |GGroup|  6528| 0.021775 |SST |     |  0.000|1|0|0|1|1|0|0
750|[DZ2015] 308|160.02400 | -23.87600 |GGroup|  3769| 0.012571 |SFO |     |  0.000|1|0|0|1|1|0|0
751|PGC1 0031747 GROUP|160.09331 | -47.13045 |GGroup||||     |  0.000|1|0|0|1|0|0|0
752|ABELL S0639|160.14115 | -46.19478 |GClstr|  6326| 0.021100 |    |14.7J|  0.000|28|4|0|1|1|0|1
753|MOO J1040-1854|160.17875 | -18.91278 |GClstr|287801| 0.960000 |PHOT|     |  0.000|1|0|0|1|1|0|0
754|PGC1 0031804 GROUP|160.24425 | -21.78427 |GGroup||||     |  0.000|1|0|0|1|0|0|0
755|PGC1 3759007 GROUP|160.25860 | -30.79436 |GGroup||||     |  0.000|1|0|0|1|0|0|0
756|PGC1 0031816 GROUP|160.28548 | -33.48097 |GGroup||||     |  0.000|1|0|0|1|0|0|0
757|PGC1 0031827 GROUP|160.31319 | -21.02319 |GGroup||||     |  0.000|1|0|0|1|0|0|0
758|[TSK2008] 1019|160.32697 | -23.37543 |GGroup|  1199| 0.003999 |SUN |     |  0.000|1|0|0|1|1|0|0
759|PGC1 0031832 GROUP|160.33360 | -41.84681 |GGroup||||     |  0.000|1|0|0|1|0|0|0
760|PGC1 0155650 GROUP|160.34578 | -31.80380 |GGroup||||     |  0.000|1|0|0|1|0|0|0
761|PGC1 0031840 GROUP|160.35818 | -23.38419 |GGroup||||     |  0.000|1|0|0|1|0|0|0
762|[STH2017] 110750|160.38771 | -38.20393 |GGroup|  2700| 0.009006 |UUN |     |  0.000|1|0|0|1|1|0|0
763|KLEMOLA 16|160.42551 | -36.31953 |GGroup||||     |  0.000|1|1|0|1|0|0|0
764|AM 1039-365 NED01|160.43183 | -37.14356 |GGroup||||     |  0.000|1|0|0|1|0|0|0
765|SWXCS J104144-2059.7|160.43259 | -20.99528 |GClstr||||     |  0.000|2|0|2|2|0|0|0
766|SSCC 224|160.44000 | -46.90000 |GClstr| 17088| 0.057000 |UUN |     |  0.000|1|0|0|1|1|0|0
767|SSCC 223|160.44000 | -46.90000 |GClstr| 13790| 0.046000 |UUN |     |  0.000|1|0|0|1|1|0|0
768|PGC1 0031870 GROUP|160.48627 | -40.26029 |GGroup||||     |  0.000|1|0|0|1|0|0|0
769|PGC1 0031876 GROUP|160.50956 | -33.24544 |GGroup||||     |  0.000|1|0|0|1|0|0|0
770|PGC1 0031881 GROUP|160.52584 | -22.10432 |GGroup||||     |  0.000|1|0|0|1|0|0|0
771|PGC1 0031932 GROUP|160.53679 | -47.88336 |GGroup||||     |  0.000|1|0|0|1|0|0|0
772|PSZ2 G271.55+26.00|160.56073 | -28.88021 |GClstr||||     |  0.000|2|0|0|1|0|0|0
773|SPT-CL J1042-2847|160.56670 | -28.79090 |GClstr|215851| 0.720000 |PHOT|     |  0.000|1|0|0|1|1|0|0
774|HDCE 0601|160.58458 | -36.49472 |GGroup|  3013| 0.010050 |SST |     |  0.000|1|0|0|1|1|0|0
775|LDCE 0747|160.61417 | -45.88972 |GGroup|  6119| 0.020411 |SST |     |  0.000|1|0|0|1|1|0|0
776|PGC1 0031909 GROUP|160.62280 | -30.88506 |GGroup||||     |  0.000|1|0|0|1|0|0|0
777|NGC 3347 GROUP|160.63305 | -36.77334 |GGroup|  2927| 0.009763 |SUN |     |  0.000|4|0|0|1|1|0|0
778|PGC1 0031919 GROUP|160.65886 | -23.93576 |GGroup||||     |  0.000|1|0|0|1|0|0|0
779|ABELL S0641|160.67915 | -33.46229 |GClstr| 57000| 0.190131 |PHOT|17.5J|  0.000|2|0|0|1|1|0|0
780|ABELL S0640|160.68516 | -30.81229 |GClstr||||16.1J|  0.000|3|0|0|1|0|0|0
781|SPT-CL J1042-2142|160.68960 | -21.71630 |GClstr|140902| 0.470000 |PHOT|     |  0.000|1|0|0|1|1|0|0
782|PGC1 0031974 GROUP|160.70033 | -36.43362 |GGroup||||     |  0.000|1|0|0|1|0|0|0
783|PGC1 0031929 GROUP|160.70225 | -20.69637 |GGroup||||     |  0.000|1|0|0|1|0|0|0
784|SPT-CL J1042-2012|160.70660 | -20.20830 |GClstr| 98932| 0.330000 |PHOT|     |  0.000|1|0|0|1|1|0|0
785|ABELL S0642|160.71389 | -47.62906 |GClstr||||16.5J|  0.000|1|0|0|1|0|0|0
786|MOO J1042-2551|160.71500 | -25.85556 |GClstr|431701| 1.440000 |PHOT|     |  0.000|1|0|0|1|2|0|0
787|PGC1 0031948 GROUP|160.79009 | -30.05005 |GGroup||||     |  0.000|1|0|0|1|0|0|0
788|PGC1 0031961 GROUP|160.86351 | -37.04384 |GGroup||||     |  0.000|1|0|0|1|0|0|0
789|PGC1 0031966 GROUP|160.87902 | -30.77226 |GGroup||||     |  0.000|1|0|0|1|0|0|0
790|NGC 3358 GROUP|160.88750 | -36.41056 |GGroup||||     |  0.000|1|0|0|1|0|0|0
791|PGC1 0031975 GROUP|160.89694 | -30.63649 |GGroup||||     |  0.000|1|0|0|1|0|0|0
792|PGC1 0031981 GROUP|160.91195 | -28.86647 |GGroup||||     |  0.000|1|0|0|1|0|0|0
793|PGC1 0031987 GROUP|160.94667 | -24.36788 |GGroup||||     |  0.000|1|0|0|1|0|0|0
794|PGC1 0031995 GROUP|160.96050 | -38.26324 |GGroup||||     |  0.000|1|0|0|1|0|0|0
795|MOO J1044-2150|161.01625 | -21.84194 |GClstr|314782| 1.050000 |PHOT|     |  0.000|1|0|0|1|1|0|0
796|PGC1 0032018 GROUP|161.03817 | -20.80379 |GGroup||||     |  0.000|1|0|0|1|0|0|0
797|ESO 501- G 088 GROUP|161.07833 | -22.82611 |GGroup||||     |  0.000|1|0|0|1|0|0|0
798|PGC1 0032039 GROUP|161.10167 | -32.20977 |GGroup||||     |  0.000|1|0|0|1|0|0|0
799|PGC1 3759788 GROUP|161.10237 | -27.57167 |GGroup||||     |  0.000|1|0|0|1|0|0|0
800|ABELL S0643|161.11255 | -40.62968 |GClstr|  7750| 0.025851 |    |16.2J|  0.000|2|0|0|1|1|0|0
801|AM 1042-402|161.13770 | -40.60805 |GGroup||||     |  0.000|1|0|0|1|0|0|0
802|ABELL 1086|161.16382 | -16.49635 |GClstr||||17.5J|  0.000|5|0|0|1|0|0|0
803|ABELL 1088|161.18360 | -19.47973 |GClstr| 25471| 0.084962 |    |17.0J|  0.000|6|0|0|2|1|0|0
804|[RMC2015] J104448.19-173153.90|161.20079 | -17.53164 |GClstr||||     |  0.000|2|0|0|2|0|0|0
805|PSZ2 G264.83+35.84|161.23436 | -17.50107 |GClstr||||     |  0.000|3|0|0|1|0|0|0
806|PGC1 0032082 GROUP|161.25024 | -22.15234 |GGroup||||     |  0.000|1|0|0|1|0|0|0
807|ABELL S0644|161.30889 | -19.42993 |GClstr||||17.6J|  0.000|1|0|0|1|0|0|0
808|PGC1 0032113 GROUP|161.40570 | -23.00815 |GGroup||||     |  0.000|1|0|0|1|0|0|0
809|SSCC 225|161.41000 | -30.99000 |GClstr| 17688| 0.059000 |UUN |     |  0.000|1|0|0|1|1|0|0
810|PGC1 0032118 GROUP|161.42912 | -37.09863 |GGroup||||     |  0.000|1|0|0|1|0|0|0
811|ABELL 1090|161.43602 | -18.33013 |GClstr||||17.1J|  0.000|6|0|0|2|0|0|1
812|ABELL 1091|161.48841 | -16.99687 |GClstr||||17.7J|  0.000|4|0|0|1|0|0|0
813|ABELL S0646|161.54054 | -29.34698 |GClstr| 18317| 0.061099 |    |16.7J|  0.000|4|0|0|1|1|0|0
814|[TSK2008] 0504|161.55065 | -32.13788 |GGroup|  3028| 0.010100 |SUN |     |  0.000|1|0|0|1|1|0|0
815|ABELL S0645|161.56098 | -18.46366 |GClstr||||17.7J|  0.000|2|0|0|1|0|0|0
816|PGC1 0083330 GROUP|161.57114 | -28.42343 |GGroup||||     |  0.000|1|0|0|1|0|0|0
817|[STH2017] 101971|161.60754 | -31.36232 |GGroup|  2797| 0.009330 |UUN |     |  0.000|1|0|0|1|1|0|0
818|HDCE 0605|161.63917 | -24.80361 |GGroup|  3720| 0.012409 |SST |     |  0.000|1|0|0|1|1|0|0
819|PGC1 0032185 GROUP|161.67029 | -22.75004 |GGroup||||     |  0.000|1|0|0|1|0|0|0
820|PGC1 0032194 GROUP|161.69807 | -23.32771 |GGroup||||     |  0.000|1|0|0|1|0|0|0
821|RX J1046.8-2535|161.70000 | -25.58333 |GClstr| 72730| 0.242600 |    |18.4 |  0.000|7|0|0|1|1|0|0
822|Antlia GROUP NED04|161.72832 | -31.65228 |GGroup||||     |  0.000|1|0|0|1|0|0|0
823|MOO J1047-2347|161.80875 | -23.79056 |GClstr|302790| 1.010000 |PHOT|     |  0.000|1|0|0|1|1|0|0
824|PGC1 0032224 GROUP|161.82996 | -24.43796 |GGroup||||     |  0.000|1|0|0|1|0|0|0
825|ABELL 3452|161.89090 | -29.61419 |GClstr||||17.4J|  0.000|1|0|0|1|0|0|0
826|PGC1 0032250 GROUP|161.92330 | -38.85363 |GGroup||||     |  0.000|1|0|0|1|0|0|0
827|ABELL S0647|162.00950 | -32.84771 |GClstr| 25547| 0.085215 |PHOT|17.3J|  0.000|3|0|0|1|1|0|0
828|PGC1 0032271 GROUP|162.03741 | -31.51793 |GGroup||||     |  0.000|1|0|0|1|0|0|0
829|PSZ2 G278.87+16.70|162.04008 | -40.33587 |GClstr||||     |  0.000|3|0|0|1|0|0|0
830|PGC1 0032296 GROUP|162.08630 | -34.09055 |GGroup||||     |  0.000|1|0|0|1|0|0|0
831|NGC 3393 GROUP|162.09792 | -25.16194 |GGroup||||     |  0.000|1|0|0|1|0|0|0
832|ABELL 1104|162.16410 | -17.14791 |GClstr||||17.4J|  0.000|6|0|0|1|0|0|1
833|PGC1 3760919 GROUP|162.16943 | -35.09015 |GGroup||||     |  0.000|1|0|0|1|0|0|0
834|PSZ1 G280.18+14.59|162.20060 | -42.79270 |GClstr||||     |  0.000|2|0|1|2|0|0|0
835|LDCE 0754|162.21000 | -40.12306 |GGroup|  4874| 0.016258 |SST |     |  0.000|1|0|0|1|1|0|0
836|PSZ2 G280.21+14.57|162.21816 | -42.83035 |GClstr| 17385| 0.057990 |UUN |     |  0.000|3|0|0|1|1|0|0
837|ABELL 3453|162.27703 | -36.58147 |GClstr||||17.3J|  0.000|1|0|0|1|0|0|0
838|ABELL S0648|162.28620 | -42.84817 |GClstr| 17384| 0.057987 |    |16.8J|  0.000|3|0|0|1|1|0|0
839|[STH2017] 112866|162.32086 | -19.83494 |GGroup|  1850| 0.006171 |UUN |     |  0.000|1|0|0|1|1|0|0
840|MOO J1049-1808|162.48333 | -18.14000 |GClstr||||     |  0.000|1|0|0|1|0|0|0
841|MCXC J1050.6-2405|162.65125 | -24.09611 |GClstr| 61068| 0.203700 |    |     |  0.000|5|0|0|2|2|0|0
842|SSCC 226|162.67000 | -46.43000 |GClstr|  5696| 0.019000 |UUN |     |  0.000|1|0|0|1|1|0|0
843|PGC1 4078757 GROUP|162.75818 | -28.33791 |GGroup||||     |  0.000|1|0|0|1|0|0|0
844|WHL J105102.0-213504|162.75830 | -21.58458 |GClstr|104688| 0.349200 |PHOT|     |  0.000|2|0|0|2|2|0|0
845|PGC1 0032542 GROUP|162.83753 | -34.43055 |GGroup||||     |  0.000|1|0|0|1|0|0|0
846|[TSK2008] 0434|162.83763 | -19.89489 |GGroup|  2054| 0.006851 |SUN |     |  0.000|1|0|0|1|1|0|0
847|PGC1 0032550 GROUP|162.85019 | -19.89082 |GGroup||||     |  0.000|1|0|0|1|0|0|0
848|PGC1 5065965 GROUP|162.89334 | -36.65558 |GGroup||||     |  0.000|1|0|0|1|0|0|0
849|WHL J105135.8-213002|162.89934 | -21.50066 |GClstr| 99501| 0.331900 |PHOT|     |  0.000|2|0|0|2|2|0|0
850|LGG 220|162.90578 | -21.11291 |GGroup||||     |  0.000|1|0|0|1|0|0|0
851|PGC1 0822312 GROUP|162.95464 | -21.88941 |GGroup||||     |  0.000|1|0|0|1|0|0|0
852|PGC1 0170096 GROUP|163.00277 | -15.34207 |GGroup||||     |  0.000|1|0|0|1|0|0|0
853|WHL J105209.5-211124|163.03963 | -21.19009 |GClstr|120577| 0.402200 |PHOT|     |  0.000|2|0|0|2|2|0|0
854|Antlia GROUP NED05|163.05928 | -32.64288 |GGroup|  3267| 0.010898 |SUN |     |  0.000|2|0|0|1|1|0|0
855|ABELL 3455|163.10995 | -34.21601 |GClstr| 33552| 0.111917 |    |17.3J|  0.000|4|0|0|1|1|0|1
856|WHL J105245.4-214649|163.18907 | -21.78036 |GClstr|111763| 0.372800 |PHOT|     |  0.000|2|0|0|2|2|0|0
857|PGC1 0032660 GROUP|163.20016 | -45.67744 |GGroup||||     |  0.000|1|0|0|1|0|0|0
858|LGG 223|163.22048 | -25.08227 |GGroup||||     |  0.000|1|0|0|1|0|0|0
859|NGC 3449 GROUP|163.22375 | -32.92750 |GGroup||||     |  0.000|1|0|0|1|0|0|0
860|PGC1 0657565 GROUP|163.24054 | -34.78611 |GGroup||||     |  0.000|1|0|0|1|0|0|0
861|WHL J105300.7-212842|163.25302 | -21.47828 |GClstr|108855| 0.363100 |PHOT|     |  0.000|2|0|0|2|2|0|0
862|WHL J105308.7-205720|163.28636 | -20.95551 |GClstr|128911| 0.430000 |PHOT|     |  0.000|2|0|0|2|2|0|0
863|PGC1 0032666 GROUP|163.28750 | -32.92931 |GGroup||||     |  0.000|1|0|0|1|0|0|0
864|PGC1 0651653 GROUP|163.29836 | -35.22507 |GGroup||||     |  0.000|1|0|0|1|0|0|0
865|WHL J105322.4-212511|163.34354 | -21.41973 |GClstr|120996| 0.403600 |PHOT|     |  0.000|2|0|0|2|2|0|0
866|PGC1 0032703 GROUP|163.38834 | -29.39378 |GGroup||||     |  0.000|1|0|0|1|0|0|0
867|MOO J1053-2736|163.38875 | -27.61250 |GClstr|335768| 1.120000 |PHOT|     |  0.000|1|0|0|1|1|0|0
868|ABELL 3456|163.41456 | -32.39977 |GClstr| 34000| 0.113412 |PHOT|17.4J|  0.000|3|0|0|1|1|0|0
869|WHL J105351.3-204206|163.46355 | -20.70168 |GClstr| 87479| 0.291800 |PHOT|     |  0.000|2|0|0|2|2|0|0
870|WHL J105417.4-192828|163.57257 | -19.47436 |GClstr|132838| 0.443100 |PHOT|     |  0.000|2|0|0|2|2|0|0
871|MOO J1054-2033|163.61667 | -20.55806 |GClstr|266815| 0.890000 |PHOT|     |  0.000|1|0|0|1|1|0|0
872|WHL J105433.2-215052|163.63843 | -21.84771 |GClstr|152025| 0.507100 |PHOT|     |  0.000|2|0|0|2|2|0|0
873|ABELL 3457|163.65590 | -23.65010 |GClstr| 62000| 0.206809 |PHOT|17.6J|  0.000|2|0|0|1|1|0|0
874|WHL J105444.4-204214|163.68497 | -20.70399 |GClstr| 95364| 0.318100 |PHOT|     |  0.000|2|0|0|2|2|0|0
875|WHL J105450.0-205824|163.70824 | -20.97339 |GClstr| 72220| 0.240900 |PHOT|     |  0.000|2|0|0|2|2|0|0
876|MOO J1055-2307|163.75333 | -23.12583 |GClstr|296795| 0.990000 |PHOT|     |  0.000|1|0|0|1|1|0|0
877|WHL J105511.3-203600|163.79716 | -20.60003 |GClstr| 60708| 0.202500 |PHOT|     |  0.000|2|0|0|2|2|0|0
878|PGC1 0032821 GROUP|163.83106 | -30.46956 |GGroup||||     |  0.000|1|0|0|1|0|0|0
879|PGC1 0801024 GROUP|163.83989 | -23.42427 |GGroup||||     |  0.000|1|0|0|1|0|0|0
880|WHL J105527.5-202541|163.86476 | -20.42815 |GClstr|116469| 0.388500 |PHOT|     |  0.000|2|0|0|2|2|0|0
881|WHL J105531.6-214657|163.88185 | -21.78245 |GClstr|197953| 0.660300 |PHOT|     |  0.000|2|0|0|2|2|0|0
882|WHL J105549.7-221347|163.95715 | -22.22966 |GClstr|145100| 0.484000 |PHOT|     |  0.000|2|0|0|2|2|0|0
883|WHL J105557.1-212625|163.98810 | -21.44031 |GClstr|101720| 0.339300 |PHOT|     |  0.000|2|0|0|2|2|0|0
884|MOO J1055-2045|163.99375 | -20.75528 |GClstr||||     |  0.000|1|0|0|1|0|0|0
885|WHL J105600.6-185301|164.00249 | -18.88356 |GClstr| 39992| 0.133400 |PHOT|     |  0.000|2|0|0|2|2|0|0
886|AM 1053-280|164.00702 | -28.35559 |GGroup||||     |  0.000|1|0|0|1|0|0|4
887|WHL J105607.0-203801|164.02927 | -20.63372 |GClstr|122375| 0.408200 |PHOT|     |  0.000|2|0|0|2|2|0|0
888|[STH2017] 111123|164.03846 | -46.53131 |GGroup|  2674| 0.008920 |UUN |     |  0.000|1|0|0|1|1|0|0
889|WHL J105613.3-190155|164.05548 | -19.03194 |GClstr| 43920| 0.146500 |PHOT|     |  0.000|2|0|0|2|2|0|0
890|WHL J105613.4-191414|164.05594 | -19.23730 |GClstr| 87360| 0.291400 |PHOT|     |  0.000|2|0|0|2|2|0|0
891|PGC1 0032866 GROUP|164.05653 | -24.30032 |GGroup||||     |  0.000|1|0|0|1|0|0|0
892|PGC1 0032869 GROUP|164.05696 | -31.93815 |GGroup||||     |  0.000|1|0|0|1|0|0|0
893|MOO J1056-2328|164.16125 | -23.46722 |GClstr||||     |  0.000|1|0|0|1|0|0|0
894|[MHS2013] 076|164.18590 | -38.89320 |GClstr| 22155| 0.073900 |    |     |  0.000|1|0|0|1|2|0|0
895|WHL J105648.6-194020|164.20236 | -19.67221 |GClstr| 71051| 0.237000 |PHOT|     |  0.000|2|0|0|2|2|0|0
896|PGC1 0625548 GROUP|164.24968 | -37.29016 |GGroup||||     |  0.000|1|0|0|1|0|0|0
897|HDCE 0617|164.25167 | -47.89694 |GGroup|  5705| 0.019030 |SST |     |  0.000|1|0|0|1|1|0|0
898|WHL J105701.5-195804|164.25644 | -19.96790 |GClstr| 73179| 0.244100 |PHOT|     |  0.000|2|0|0|2|2|0|0
899|WHL J105701.7-195144|164.25722 | -19.86223 |GClstr| 78755| 0.262700 |PHOT|     |  0.000|2|0|0|2|2|0|0
900|WHL J105709.5-202644|164.28960 | -20.44563 |GClstr| 58879| 0.196400 |PHOT|     |  0.000|2|0|0|2|2|0|0
901|PGC1 4614915 GROUP|164.29128 | -21.60330 |GGroup||||     |  0.000|1|0|0|1|0|0|0
902|WHL J105713.3-195144|164.30544 | -19.86216 |GClstr|114970| 0.383500 |PHOT|     |  0.000|2|0|0|2|2|0|0
903|LDCE 0765|164.31458 | -49.60917 |GGroup|  5765| 0.019230 |SST |     |  0.000|1|0|0|1|1|0|0
904|PGC1 3763370 GROUP|164.33456 | -37.41031 |GGroup||||     |  0.000|1|0|0|1|0|0|0
905|PGC1 0490287 GROUP|164.37492 | -48.18383 |GGroup||||     |  0.000|1|0|0|1|0|0|0
